ensembl_gene_id,gene_symbol,expressed_in_GSE261676,expressed_in_GSE123919,n_samples_expressed_GSE261676,n_samples_expressed_GSE123919,overlap_status
ENSMUSG00000090122,Kcne5,TRUE,TRUE,4,4,shared
ENSMUSG00000090124,Ugt1a7c,TRUE,TRUE,1,1,shared
ENSMUSG00000090125,Pou3f1,TRUE,TRUE,4,6,shared
ENSMUSG00000090136,Gm10177,TRUE,TRUE,4,5,shared
ENSMUSG00000090137,Uba52,TRUE,TRUE,4,8,shared
ENSMUSG00000090150,Acad11,TRUE,TRUE,4,6,shared
ENSMUSG00000090210,Itga10,TRUE,TRUE,4,2,shared
ENSMUSG00000090213,Peds1,TRUE,TRUE,4,8,shared
ENSMUSG00000090223,Pcp4,TRUE,TRUE,4,7,shared
ENSMUSG00000090231,Cfb,TRUE,TRUE,4,1,shared
ENSMUSG00000090236,Car15,TRUE,TRUE,4,5,shared
ENSMUSG00000090247,Bloc1s1,TRUE,TRUE,4,5,shared
ENSMUSG00000090258,Churc1,TRUE,TRUE,4,7,shared
ENSMUSG00000090264,Eif4ebp3,TRUE,TRUE,4,5,shared
ENSMUSG00000090266,Mettl23,TRUE,TRUE,4,6,shared
ENSMUSG00000090272,Mndal,TRUE,TRUE,4,2,shared
ENSMUSG00000090273,Prr22,TRUE,TRUE,4,1,shared
ENSMUSG00000090290,Tarbp1,TRUE,TRUE,1,4,shared
ENSMUSG00000090291,Lrrc10b,TRUE,TRUE,4,5,shared
ENSMUSG00000090300,Gm17119,TRUE,TRUE,2,1,shared
ENSMUSG00000090334,Gm17149,TRUE,TRUE,1,3,shared
ENSMUSG00000090338,Gm17081,TRUE,TRUE,4,5,shared
ENSMUSG00000090362,Vmn2r79,TRUE,TRUE,4,5,shared
ENSMUSG00000090381,Gm6158,TRUE,TRUE,4,4,shared
ENSMUSG00000090394,4930523C07Rik,TRUE,TRUE,4,1,shared
ENSMUSG00000090467,Gm4613,TRUE,TRUE,3,6,shared
ENSMUSG00000090489,Gm17415,TRUE,TRUE,1,2,shared
ENSMUSG00000090523,Gypc,TRUE,TRUE,4,5,shared
ENSMUSG00000090553,Snrpe,TRUE,TRUE,4,6,shared
ENSMUSG00000090626,Tex9,TRUE,TRUE,4,6,shared
ENSMUSG00000090655,Vmn2r120,TRUE,TRUE,3,3,shared
ENSMUSG00000090659,Zfp493,TRUE,TRUE,4,3,shared
ENSMUSG00000090667,Mdfic2,TRUE,TRUE,4,8,shared
ENSMUSG00000090733,Rps27,TRUE,TRUE,4,6,shared
ENSMUSG00000090744,Gm6871,TRUE,TRUE,2,1,shared
ENSMUSG00000090799,Klhl33,TRUE,TRUE,4,5,shared
ENSMUSG00000090812,Samd15,TRUE,TRUE,4,5,shared
ENSMUSG00000090841,Myl6,TRUE,TRUE,4,8,shared
ENSMUSG00000090862,Rps13,TRUE,TRUE,4,8,shared
ENSMUSG00000090877,Hspa1b,TRUE,TRUE,4,6,shared
ENSMUSG00000090935,Synj2bp,TRUE,TRUE,4,6,shared
ENSMUSG00000090946,Ccdc71l,TRUE,TRUE,4,7,shared
ENSMUSG00000090958,Lrrc32,TRUE,TRUE,4,4,shared
ENSMUSG00000090963,Gm17655,TRUE,TRUE,4,2,shared
ENSMUSG00000090981,Or10ah1-ps1,TRUE,TRUE,1,5,shared
ENSMUSG00000090996,Gm20458,TRUE,TRUE,4,7,shared
ENSMUSG00000091002,Tcerg1l,TRUE,TRUE,4,6,shared
ENSMUSG00000091058,Gm17538,TRUE,TRUE,4,3,shared
ENSMUSG00000091071,1700030C10Rik,TRUE,TRUE,4,1,shared
ENSMUSG00000091086,Rpl6l,TRUE,TRUE,1,6,shared
ENSMUSG00000091183,Gm5141,TRUE,TRUE,4,2,shared
ENSMUSG00000091204,Exoc1l,TRUE,TRUE,4,7,shared
ENSMUSG00000091228,Nme1nme2,TRUE,TRUE,4,7,shared
ENSMUSG00000091230,H1f11-ps,TRUE,TRUE,4,2,shared
ENSMUSG00000091243,Vgll3,TRUE,TRUE,4,5,shared
ENSMUSG00000091264,Smim13,TRUE,TRUE,4,8,shared
ENSMUSG00000091269,Gm6682,TRUE,TRUE,4,6,shared
ENSMUSG00000091275,Gm3248,TRUE,TRUE,1,1,shared
ENSMUSG00000091337,Eid1,TRUE,TRUE,4,6,shared
ENSMUSG00000091345,Col6a5,TRUE,TRUE,2,1,shared
ENSMUSG00000091387,Gcnt4,TRUE,TRUE,4,2,shared
ENSMUSG00000091421,Gm4202,TRUE,TRUE,4,5,shared
ENSMUSG00000091449,Gm10269,TRUE,TRUE,3,6,shared
ENSMUSG00000091460,Gm7808,TRUE,TRUE,3,8,shared
ENSMUSG00000091462,Gm17084,TRUE,TRUE,4,2,shared
ENSMUSG00000091474,2610021A01Rik,TRUE,TRUE,4,4,shared
ENSMUSG00000091476,Catspere2,TRUE,TRUE,3,1,shared
ENSMUSG00000091491,Vmn2r97,TRUE,TRUE,4,1,shared
ENSMUSG00000091512,Lamtor3,TRUE,TRUE,4,6,shared
ENSMUSG00000091519,Skor2,TRUE,TRUE,4,7,shared
ENSMUSG00000091534,Gm17195,TRUE,TRUE,4,2,shared
ENSMUSG00000091537,Tma7,TRUE,TRUE,4,6,shared
ENSMUSG00000091549,Gm6548,TRUE,TRUE,4,7,shared
ENSMUSG00000091586,Cyp4f17,TRUE,TRUE,4,5,shared
ENSMUSG00000091625,Lsm5,TRUE,TRUE,4,5,shared
ENSMUSG00000091636,Akain1,TRUE,TRUE,4,5,shared
ENSMUSG00000091639,Gm3756,TRUE,TRUE,4,8,shared
ENSMUSG00000091648,C2cd4d,TRUE,TRUE,4,1,shared
ENSMUSG00000091649,Phf11b,TRUE,TRUE,4,1,shared
ENSMUSG00000091655,Gm8741,TRUE,TRUE,4,5,shared
ENSMUSG00000091712,Sec14l5,TRUE,TRUE,4,4,shared
ENSMUSG00000091722,Siah3,TRUE,TRUE,4,7,shared
ENSMUSG00000091733,Gm8094,TRUE,TRUE,4,3,shared
ENSMUSG00000091742,Gm5093,TRUE,TRUE,4,5,shared
ENSMUSG00000091754,Gm3636,TRUE,TRUE,2,4,shared
ENSMUSG00000091764,Zfp964,TRUE,TRUE,4,3,shared
ENSMUSG00000091780,Sco2,TRUE,TRUE,4,6,shared
ENSMUSG00000091803,Cox16,TRUE,TRUE,4,5,shared
ENSMUSG00000091805,Vmn2r108,TRUE,TRUE,2,5,shared
ENSMUSG00000091811,Inafm1,TRUE,TRUE,4,6,shared
ENSMUSG00000091845,Rpl36-ps12,TRUE,TRUE,4,8,shared
ENSMUSG00000091896,Ube2d2a,TRUE,TRUE,4,8,shared
ENSMUSG00000091898,Tnnc1,TRUE,TRUE,4,5,shared
ENSMUSG00000091905,Dnajb6-ps,TRUE,TRUE,2,5,shared
ENSMUSG00000091931,Gon7,TRUE,TRUE,4,5,shared
ENSMUSG00000091955,Tmsb10b,TRUE,TRUE,4,6,shared
ENSMUSG00000091957,Rps2-ps10,TRUE,TRUE,2,5,shared
ENSMUSG00000091971,Hspa1a,TRUE,TRUE,4,5,shared
ENSMUSG00000091989,Ndufab1-ps,TRUE,TRUE,2,6,shared
ENSMUSG00000091996,Smim35,TRUE,TRUE,4,4,shared
ENSMUSG00000092035,Peg10,TRUE,TRUE,4,7,shared
ENSMUSG00000092060,Bend4,TRUE,TRUE,4,6,shared
ENSMUSG00000092072,Gm4540,TRUE,TRUE,3,7,shared
ENSMUSG00000092074,Dynlt1a,TRUE,TRUE,4,6,shared
ENSMUSG00000092083,Kcnb2,TRUE,TRUE,4,8,shared
ENSMUSG00000092097,Gm5819,TRUE,TRUE,1,1,shared
ENSMUSG00000092118,Fancf,TRUE,TRUE,4,6,shared
ENSMUSG00000092167,Gm3696,TRUE,TRUE,1,2,shared
ENSMUSG00000092178,Gm45351,TRUE,TRUE,4,4,shared
ENSMUSG00000092192,Dnaaf4,TRUE,TRUE,4,2,shared
ENSMUSG00000092210,A930009A15Rik,TRUE,TRUE,4,1,shared
ENSMUSG00000092216,Gm19345,TRUE,TRUE,4,6,shared
ENSMUSG00000092229,Gm5977,TRUE,TRUE,4,5,shared
ENSMUSG00000092260,Zfp963,TRUE,TRUE,4,4,shared
ENSMUSG00000092300,Cdk3,TRUE,TRUE,4,3,shared
ENSMUSG00000092349,Smim40,TRUE,TRUE,4,4,shared
ENSMUSG00000092356,Gm20532,TRUE,TRUE,1,5,shared
ENSMUSG00000092358,Gm20430,TRUE,TRUE,1,5,shared
ENSMUSG00000092416,Zfp141,TRUE,TRUE,4,4,shared
ENSMUSG00000092417,Gpank1,TRUE,TRUE,4,6,shared
ENSMUSG00000092465,Gm20472,TRUE,TRUE,4,2,shared
ENSMUSG00000092540,Gm8738,TRUE,TRUE,3,5,shared
ENSMUSG00000092544,Gm20422,TRUE,TRUE,1,1,shared
ENSMUSG00000092558,Med20,TRUE,TRUE,4,6,shared
ENSMUSG00000092607,Scnm1,TRUE,TRUE,4,7,shared
ENSMUSG00000093392,Gm6061,TRUE,TRUE,3,8,shared
ENSMUSG00000093445,Lrch4,TRUE,TRUE,4,6,shared
ENSMUSG00000093456,Gm20662,TRUE,TRUE,4,3,shared
ENSMUSG00000093485,Gm20708,TRUE,TRUE,1,1,shared
ENSMUSG00000093536,Smim17,TRUE,TRUE,4,5,shared
ENSMUSG00000093575,Gm20695,TRUE,TRUE,4,2,shared
ENSMUSG00000093593,Gm20683,TRUE,TRUE,4,6,shared
ENSMUSG00000093661,Eif4e3,TRUE,TRUE,4,7,shared
ENSMUSG00000093674,Rpl41,TRUE,TRUE,4,8,shared
ENSMUSG00000093687,Gm20637,TRUE,TRUE,3,5,shared
ENSMUSG00000093716,Gm19815,TRUE,TRUE,1,5,shared
ENSMUSG00000093752,Gm20716,TRUE,TRUE,4,5,shared
ENSMUSG00000093769,H3c14,TRUE,TRUE,4,7,shared
ENSMUSG00000093789,Methig1,TRUE,TRUE,4,1,shared
ENSMUSG00000093798,Gm8355,TRUE,TRUE,4,8,shared
ENSMUSG00000093826,Gm6900,TRUE,TRUE,1,5,shared
ENSMUSG00000093880,Tmem181c-ps,TRUE,TRUE,4,4,shared
ENSMUSG00000093885,Rpl35a-ps5,TRUE,TRUE,3,5,shared
ENSMUSG00000093904,Tomm20,TRUE,TRUE,4,8,shared
ENSMUSG00000093909,Gm3883,TRUE,TRUE,1,4,shared
ENSMUSG00000093930,Hmgcs1,TRUE,TRUE,4,6,shared
ENSMUSG00000093942,Or13a18,TRUE,TRUE,4,6,shared
ENSMUSG00000093954,Gm16867,TRUE,TRUE,4,6,shared
ENSMUSG00000093973,Mrgpra2a,TRUE,TRUE,4,2,shared
ENSMUSG00000093979,Gm2237,TRUE,TRUE,1,4,shared
ENSMUSG00000093989,Rnasek,TRUE,TRUE,4,8,shared
ENSMUSG00000094018,S100a2,TRUE,TRUE,2,1,shared
ENSMUSG00000094065,Ccl21d,TRUE,TRUE,4,4,shared
ENSMUSG00000094081,Gm20826,TRUE,TRUE,4,5,shared
ENSMUSG00000094103,Fam177a2,TRUE,TRUE,4,7,shared
ENSMUSG00000094122,Rpl31-ps9,TRUE,TRUE,1,5,shared
ENSMUSG00000094151,Gm7233,TRUE,TRUE,3,5,shared
ENSMUSG00000094191,Rpl31-ps14,TRUE,TRUE,4,5,shared
ENSMUSG00000094235,Mup-ps24,TRUE,TRUE,2,1,shared
ENSMUSG00000094257,Ap3s1-ps2,TRUE,TRUE,2,1,shared
ENSMUSG00000094281,Gm8034,TRUE,TRUE,4,2,shared
ENSMUSG00000094286,Gm12424,TRUE,TRUE,4,2,shared
ENSMUSG00000094344,Gm11942,TRUE,TRUE,1,6,shared
ENSMUSG00000094345,Igkv14-126,TRUE,TRUE,1,1,shared
ENSMUSG00000094347,Or6c208,TRUE,TRUE,4,4,shared
ENSMUSG00000094392,Gm3788,TRUE,TRUE,4,2,shared
ENSMUSG00000094410,Zbed6,TRUE,TRUE,4,5,shared
ENSMUSG00000094437,Gm9830,TRUE,TRUE,4,4,shared
ENSMUSG00000094441,Zfp955a,TRUE,TRUE,4,4,shared
ENSMUSG00000094446,Gm6344,TRUE,TRUE,4,2,shared
ENSMUSG00000094475,Gm11007,TRUE,TRUE,4,4,shared
ENSMUSG00000094483,Purb,TRUE,TRUE,4,8,shared
ENSMUSG00000094484,Gm21244,TRUE,TRUE,4,5,shared
ENSMUSG00000094500,Smim18,TRUE,TRUE,4,5,shared
ENSMUSG00000094531,Or52e8,TRUE,TRUE,1,3,shared
ENSMUSG00000094557,Rpl35a-ps7,TRUE,TRUE,1,5,shared
ENSMUSG00000094622,Gm3055,TRUE,TRUE,4,4,shared
ENSMUSG00000094627,Gm10182,TRUE,TRUE,3,3,shared
ENSMUSG00000094638,Gm21972,TRUE,TRUE,4,7,shared
ENSMUSG00000094649,Mplkipl1,TRUE,TRUE,4,5,shared
ENSMUSG00000094664,Rpl35a-ps6,TRUE,TRUE,3,1,shared
ENSMUSG00000094686,Ccl21a,TRUE,TRUE,4,3,shared
ENSMUSG00000094708,Gm10359,TRUE,TRUE,4,5,shared
ENSMUSG00000094724,Rnaset2b,TRUE,TRUE,4,5,shared
ENSMUSG00000094772,Rpl29-ps2,TRUE,TRUE,3,6,shared
ENSMUSG00000094786,Gm14403,TRUE,TRUE,4,5,shared
ENSMUSG00000094840,Muc3a,TRUE,TRUE,1,4,shared
ENSMUSG00000094870,Zfp131,TRUE,TRUE,4,6,shared
ENSMUSG00000094910,D430019H16Rik,TRUE,TRUE,4,6,shared
ENSMUSG00000094932,Gm2007,TRUE,TRUE,2,5,shared
ENSMUSG00000094935,Gm9726,TRUE,TRUE,2,5,shared
ENSMUSG00000094936,Rbm4,TRUE,TRUE,4,6,shared
ENSMUSG00000094942,Gm3604,TRUE,TRUE,4,2,shared
ENSMUSG00000094950,Vmn2r66,TRUE,TRUE,4,6,shared
ENSMUSG00000094974,Rps19-ps2,TRUE,TRUE,4,5,shared
ENSMUSG00000094989,Rpl9-ps4,TRUE,TRUE,1,6,shared
ENSMUSG00000095041,,TRUE,TRUE,4,7,shared
ENSMUSG00000095079,Igha,TRUE,TRUE,1,2,shared
ENSMUSG00000095098,Ccdc85b,TRUE,TRUE,4,8,shared
ENSMUSG00000095115,Itpripl2,TRUE,TRUE,4,3,shared
ENSMUSG00000095139,Pou3f2,TRUE,TRUE,4,7,shared
ENSMUSG00000095199,Zfp967,TRUE,TRUE,4,5,shared
ENSMUSG00000095217,H2bc15,TRUE,TRUE,1,4,shared
ENSMUSG00000095234,Gm21586,TRUE,TRUE,1,3,shared
ENSMUSG00000095253,Zfp799,TRUE,TRUE,4,6,shared
ENSMUSG00000095258,Gm2163,TRUE,TRUE,4,5,shared
ENSMUSG00000095261,Gm17391,TRUE,TRUE,1,1,shared
ENSMUSG00000095288,Gm7618,TRUE,TRUE,3,5,shared
ENSMUSG00000095298,Ccl19-ps5,TRUE,TRUE,3,1,shared
ENSMUSG00000095304,Plac9,TRUE,TRUE,4,7,shared
ENSMUSG00000095307,Gm12573,TRUE,TRUE,3,1,shared
ENSMUSG00000095325,Zfp870,TRUE,TRUE,4,5,shared
ENSMUSG00000095362,Gm14325,TRUE,TRUE,4,5,shared
ENSMUSG00000095403,Gm21092,TRUE,TRUE,4,5,shared
ENSMUSG00000095407,Tmem200c,TRUE,TRUE,4,7,shared
ENSMUSG00000095432,Zfp748,TRUE,TRUE,4,4,shared
ENSMUSG00000095440,Fignl2,TRUE,TRUE,4,5,shared
ENSMUSG00000095463,Entpd4,TRUE,TRUE,4,7,shared
ENSMUSG00000095478,Gm9824,TRUE,TRUE,2,5,shared
ENSMUSG00000095493,A630023A22Rik,TRUE,TRUE,2,1,shared
ENSMUSG00000095545,Zfp969,TRUE,TRUE,4,6,shared
ENSMUSG00000095567,Noc2l,TRUE,TRUE,4,6,shared
ENSMUSG00000095588,Gm12350,TRUE,TRUE,1,6,shared
ENSMUSG00000095595,Fam177a,TRUE,TRUE,4,5,shared
ENSMUSG00000095597,Rps7-ps3,TRUE,TRUE,4,5,shared
ENSMUSG00000095609,Anxa2r1,TRUE,TRUE,4,1,shared
ENSMUSG00000095648,Gm2004,TRUE,TRUE,4,5,shared
ENSMUSG00000095677,Dynlt1f,TRUE,TRUE,4,5,shared
ENSMUSG00000095687,Rnaset2a,TRUE,TRUE,4,6,shared
ENSMUSG00000095690,Rab11b-ps2,TRUE,TRUE,3,4,shared
ENSMUSG00000095762,Gm16378,TRUE,TRUE,4,5,shared
ENSMUSG00000095789,Nupr2,TRUE,TRUE,4,4,shared
ENSMUSG00000095845,Gng14,TRUE,TRUE,1,1,shared
ENSMUSG00000095847,Gm5451,TRUE,TRUE,4,5,shared
ENSMUSG00000095865,Gm13237,TRUE,TRUE,1,4,shared
ENSMUSG00000095930,Nim1k,TRUE,TRUE,4,5,shared
ENSMUSG00000095990,Zfp97,TRUE,TRUE,4,3,shared
ENSMUSG00000096006,Gm21596,TRUE,TRUE,4,7,shared
ENSMUSG00000096039,D830030K20Rik,TRUE,TRUE,4,4,shared
ENSMUSG00000096054,Syne1,TRUE,TRUE,4,8,shared
ENSMUSG00000096106,Trav5d-4,TRUE,TRUE,2,3,shared
ENSMUSG00000096141,Dnah7a,TRUE,TRUE,4,5,shared
ENSMUSG00000096145,Vkorc1,TRUE,TRUE,4,7,shared
ENSMUSG00000096146,Kcnj11,TRUE,TRUE,4,6,shared
ENSMUSG00000096160,Gm3436,TRUE,TRUE,2,6,shared
ENSMUSG00000096188,Cmtm4,TRUE,TRUE,4,7,shared
ENSMUSG00000096199,Ptrhd1,TRUE,TRUE,4,7,shared
ENSMUSG00000096210,H1f0,TRUE,TRUE,4,8,shared
ENSMUSG00000096220,Or6c205,TRUE,TRUE,4,5,shared
ENSMUSG00000096255,Dynlt1b,TRUE,TRUE,4,5,shared
ENSMUSG00000096256,4933409K07Rik,TRUE,TRUE,4,4,shared
ENSMUSG00000096257,Ccer2,TRUE,TRUE,4,4,shared
ENSMUSG00000096351,Samd11,TRUE,TRUE,4,2,shared
ENSMUSG00000096356,Or8b40,TRUE,TRUE,4,6,shared
ENSMUSG00000096361,Gm5814,TRUE,TRUE,4,7,shared
ENSMUSG00000096370,Gm21992,TRUE,TRUE,4,6,shared
ENSMUSG00000096401,Gm21811,TRUE,TRUE,4,6,shared
ENSMUSG00000096433,Zfp994,TRUE,TRUE,4,3,shared
ENSMUSG00000096446,Gm8104,TRUE,TRUE,2,2,shared
ENSMUSG00000096458,Moap1,TRUE,TRUE,4,4,shared
ENSMUSG00000096472,Cdkn2d,TRUE,TRUE,4,7,shared
ENSMUSG00000096474,Gm5561,TRUE,TRUE,4,5,shared
ENSMUSG00000096544,Gm4617,TRUE,TRUE,4,5,shared
ENSMUSG00000096549,Prickle4,TRUE,TRUE,4,3,shared
ENSMUSG00000096592,Gm15801,TRUE,TRUE,4,5,shared
ENSMUSG00000096606,Tpbgl,TRUE,TRUE,4,7,shared
ENSMUSG00000096617,Gm5559,TRUE,TRUE,1,5,shared
ENSMUSG00000096687,Mfsd4b4,TRUE,TRUE,4,6,shared
ENSMUSG00000096696,Zfp960,TRUE,TRUE,4,6,shared
ENSMUSG00000096701,Gm9285,TRUE,TRUE,4,5,shared
ENSMUSG00000096712,Gm15454,TRUE,TRUE,4,5,shared
ENSMUSG00000096718,Zfp781b,TRUE,TRUE,4,3,shared
ENSMUSG00000096719,Mrgpra2b,TRUE,TRUE,4,2,shared
ENSMUSG00000096727,Psmb9,TRUE,TRUE,4,6,shared
ENSMUSG00000096740,Lbhd1,TRUE,TRUE,4,8,shared
ENSMUSG00000096795,Zfp433,TRUE,TRUE,4,5,shared
ENSMUSG00000096808,,TRUE,TRUE,4,3,shared
ENSMUSG00000096810,Gm10481,TRUE,TRUE,4,5,shared
ENSMUSG00000096842,Gm10736,TRUE,TRUE,2,5,shared
ENSMUSG00000096847,Tmem151b,TRUE,TRUE,4,8,shared
ENSMUSG00000096856,Gm10778,TRUE,TRUE,4,5,shared
ENSMUSG00000096862,Gm5859,TRUE,TRUE,4,5,shared
ENSMUSG00000096887,Mtrnr2l7,TRUE,TRUE,4,7,shared
ENSMUSG00000096910,Zfp955b,TRUE,TRUE,4,6,shared
ENSMUSG00000096916,Zfp850,TRUE,TRUE,4,3,shared
ENSMUSG00000097075,Cdiptos,TRUE,TRUE,3,1,shared
ENSMUSG00000097221,1810049J17Rik,TRUE,TRUE,4,1,shared
ENSMUSG00000097239,Gm27029,TRUE,TRUE,4,5,shared
ENSMUSG00000097304,Rpl31-ps15,TRUE,TRUE,3,5,shared
ENSMUSG00000097328,Tnfsf12,TRUE,TRUE,4,5,shared
ENSMUSG00000097333,Zfp87,TRUE,TRUE,4,5,shared
ENSMUSG00000097388,Gm3200,TRUE,TRUE,2,2,shared
ENSMUSG00000097392,Thoc2l,TRUE,TRUE,4,6,shared
ENSMUSG00000097412,1810014B01Rik,TRUE,TRUE,4,3,shared
ENSMUSG00000097487,Ptges3l,TRUE,TRUE,4,4,shared
ENSMUSG00000097530,Kansl2-ps,TRUE,TRUE,3,4,shared
ENSMUSG00000097574,C920006O11Rik,TRUE,TRUE,4,4,shared
ENSMUSG00000097656,Gm26712,TRUE,TRUE,4,4,shared
ENSMUSG00000097715,Gpr137b-ps,TRUE,TRUE,4,5,shared
ENSMUSG00000097789,Ctxnd1,TRUE,TRUE,4,8,shared
ENSMUSG00000097790,Gm16399,TRUE,TRUE,2,5,shared
ENSMUSG00000097803,Rpl31-ps16,TRUE,TRUE,3,6,shared
ENSMUSG00000097891,Gm3650,TRUE,TRUE,4,5,shared
ENSMUSG00000097906,Gm9625,TRUE,TRUE,4,6,shared
ENSMUSG00000097919,Gm27021,TRUE,TRUE,4,5,shared
ENSMUSG00000097954,Gm4217,TRUE,TRUE,3,5,shared
ENSMUSG00000097979,Gm4691,TRUE,TRUE,4,7,shared
ENSMUSG00000097989,Gm4335,TRUE,TRUE,4,5,shared
ENSMUSG00000098004,Gm27027,TRUE,TRUE,2,2,shared
ENSMUSG00000098019,Gm2546,TRUE,TRUE,2,3,shared
ENSMUSG00000098022,Zfp82,TRUE,TRUE,4,4,shared
ENSMUSG00000098050,Gm5345,TRUE,TRUE,2,7,shared
ENSMUSG00000098076,Gm6981,TRUE,TRUE,4,7,shared
ENSMUSG00000098093,Gm8707,TRUE,TRUE,4,3,shared
ENSMUSG00000098111,Gm4654,TRUE,TRUE,4,1,shared
ENSMUSG00000098112,Bin2,TRUE,TRUE,4,5,shared
ENSMUSG00000098123,Gm4518,TRUE,TRUE,2,1,shared
ENSMUSG00000098132,Rassf10,TRUE,TRUE,4,2,shared
ENSMUSG00000098134,Rnf113a2,TRUE,TRUE,4,6,shared
ENSMUSG00000098158,Gm4804,TRUE,TRUE,4,8,shared
ENSMUSG00000098176,Ccdc166,TRUE,TRUE,4,5,shared
ENSMUSG00000098187,Gm8927,TRUE,TRUE,3,5,shared
ENSMUSG00000098188,Sowahc,TRUE,TRUE,4,6,shared
ENSMUSG00000098224,Gm7985,TRUE,TRUE,2,5,shared
ENSMUSG00000098274,Rpl24,TRUE,TRUE,4,7,shared
ENSMUSG00000098332,Pigbos1,TRUE,TRUE,4,5,shared
ENSMUSG00000098374,Gm28043,TRUE,TRUE,4,5,shared
ENSMUSG00000098488,Pla2g4b,TRUE,TRUE,3,4,shared
ENSMUSG00000098492,Gm19353,TRUE,TRUE,2,5,shared
ENSMUSG00000098505,Gm14496,TRUE,TRUE,1,5,shared
ENSMUSG00000098557,Kctd12,TRUE,TRUE,4,7,shared
ENSMUSG00000098650,Commd1b,TRUE,TRUE,4,5,shared
ENSMUSG00000098789,Jmjd7,TRUE,TRUE,4,5,shared
ENSMUSG00000098915,Rpl15-ps2,TRUE,TRUE,4,5,shared
ENSMUSG00000098923,Tmem185b,TRUE,TRUE,4,5,shared
ENSMUSG00000098950,Gm28036,TRUE,TRUE,4,6,shared
ENSMUSG00000099034,2810039B14Rik,TRUE,TRUE,1,2,shared
ENSMUSG00000099083,Atf7,TRUE,TRUE,4,7,shared
ENSMUSG00000099342,Gm18180,TRUE,TRUE,4,5,shared
ENSMUSG00000099471,Gm8451,TRUE,TRUE,1,6,shared
ENSMUSG00000099481,Xndc1,TRUE,TRUE,4,5,shared
ENSMUSG00000099560,Mrgprx3-ps,TRUE,TRUE,4,4,shared
ENSMUSG00000099564,Lrrc78,TRUE,TRUE,1,1,shared
ENSMUSG00000099583,H3c4,TRUE,TRUE,4,4,shared
ENSMUSG00000099647,Gm5776,TRUE,TRUE,4,5,shared
ENSMUSG00000099655,2310034G01Rik,TRUE,TRUE,1,1,shared
ENSMUSG00000099689,Zfp383,TRUE,TRUE,4,5,shared
ENSMUSG00000099764,Rps10-ps2,TRUE,TRUE,1,1,shared
ENSMUSG00000099835,Gm29668,TRUE,TRUE,4,3,shared
ENSMUSG00000099875,Rbm3-ps,TRUE,TRUE,4,4,shared
ENSMUSG00000099891,Gm5575,TRUE,TRUE,4,8,shared
ENSMUSG00000099974,Bcl2a1d,TRUE,TRUE,3,1,shared
ENSMUSG00000099980,Gm5619,TRUE,TRUE,4,5,shared
ENSMUSG00000100131,Gm28439,TRUE,TRUE,4,5,shared
ENSMUSG00000100153,Ppp1ccb,TRUE,TRUE,1,5,shared
ENSMUSG00000100235,Gm28557,TRUE,TRUE,4,4,shared
ENSMUSG00000100621,Gm28374,TRUE,TRUE,1,1,shared
ENSMUSG00000100642,Gm28230,TRUE,TRUE,4,5,shared
ENSMUSG00000100679,Gm28778,TRUE,TRUE,3,2,shared
ENSMUSG00000100755,Rps23-ps1,TRUE,TRUE,4,6,shared
ENSMUSG00000100774,Gm7329,TRUE,TRUE,4,1,shared
ENSMUSG00000100801,Gm15459,TRUE,TRUE,4,8,shared
ENSMUSG00000100862,Atp6-ps,TRUE,TRUE,4,6,shared
ENSMUSG00000100863,Gm12669,TRUE,TRUE,4,6,shared
ENSMUSG00000100937,Nscme3l,TRUE,TRUE,4,1,shared
ENSMUSG00000101054,Gm18406,TRUE,TRUE,4,3,shared
ENSMUSG00000101059,Gm4017,TRUE,TRUE,3,3,shared
ENSMUSG00000101111,Gm28437,TRUE,TRUE,4,8,shared
ENSMUSG00000101122,Gm17971,TRUE,TRUE,1,2,shared
ENSMUSG00000101174,Hoxd4,TRUE,TRUE,4,6,shared
ENSMUSG00000101188,Eif4a-ps4,TRUE,TRUE,4,5,shared
ENSMUSG00000101209,Gm8524,TRUE,TRUE,1,5,shared
ENSMUSG00000101249,Gm29216,TRUE,TRUE,4,8,shared
ENSMUSG00000101309,Gm29397,TRUE,TRUE,2,1,shared
ENSMUSG00000101316,Gm12663,TRUE,TRUE,1,5,shared
ENSMUSG00000101330,Gm10193,TRUE,TRUE,2,1,shared
ENSMUSG00000101452,Gm28530,TRUE,TRUE,1,5,shared
ENSMUSG00000101523,Csnk2a1-ps3,TRUE,TRUE,2,5,shared
ENSMUSG00000101567,Txn-ps1,TRUE,TRUE,3,6,shared
ENSMUSG00000101597,Gm5621,TRUE,TRUE,1,5,shared
ENSMUSG00000101652,Gm6060,TRUE,TRUE,2,5,shared
ENSMUSG00000101678,Gm29609,TRUE,TRUE,2,5,shared
ENSMUSG00000101717,Gm45784,TRUE,TRUE,2,2,shared
ENSMUSG00000101730,Gm28580,TRUE,TRUE,2,1,shared
ENSMUSG00000101759,Gm5734,TRUE,TRUE,4,1,shared
ENSMUSG00000101813,Gm28503,TRUE,TRUE,4,1,shared
ENSMUSG00000101860,Mindy4b-ps,TRUE,TRUE,4,5,shared
ENSMUSG00000101878,Gm8203,TRUE,TRUE,4,2,shared
ENSMUSG00000101892,9130401M01Rik,TRUE,TRUE,4,5,shared
ENSMUSG00000101906,Mrgprc2-ps,TRUE,TRUE,4,5,shared
